가수,제목,발매일,장르,가사
다비치,팡파레,2022.05.16,발라드,코끝을 간지럽히는 살랑 부는 바람이눈 감으면 어디든네 곁에 데려가 주길어느새 내 맘이 춤을 추네한없이 예쁜 날이야꿈꾸던 시간이마치 오늘인 것만 같아맘이 두근거리다 심장이 쿵 떨어져후 살며시 네가 불어와눈부신 하늘이 되어 다 물들어가요유난히 달콤한 햇살 팡파레를 울려요한껏 들뜬 발걸음으로 반겨줘요따스한 그대의 품속으로바쁘게 달려가 힘껏 안겨볼래요시작될 거야 너와 내 이야기샤라랄 라라랄 라라랄 꽃눈이 내려요옷장 가득히 싱그러운 설렘이 하나둘아껴 둔 마음 꺼내 입고서널 만나러 가요살며시 네가 불어와눈부신 하늘이 되어 다 물들어가요유난히 달콤한 햇살 팡파레를 울려요한껏 들뜬 발걸음으로 반겨줘요따스한 그대의 품속으로바쁘게 달려가 힘껏 안겨볼래요시작될 거야 너와 내 이야기때론 빗방울 떨어져잠시 우리 옷깃을 적셔찡그린 날도 있겠지만상상만 해도 찬란한 꿈을 꾸는 거야하늘에 꽃눈이 내려 여기저기 날려요머리가 어지러울 만큼 행복해요웅크렸던 만큼소중히 내가 지켜 갈게요그대와 함께하는 사랑스런 날이야유난히 달콤한 햇살 팡파레를 울려요한껏 들뜬 발걸음으로 반겨줘요따스한 그대의 품속으로바쁘게 달려가 힘껏 안겨볼래요시작될 거야 너와 내 이야기샤라랄 라라랄 라라랄 꽃눈이 내려요
한동근,그대라는 사치,2016.08.24,발라드,그림 같은 집이 뭐 별거겠어요 어느 곳이든 그대가 있다면 그게 그림이죠빛나는 하루가 뭐 별거겠어요어떤 하루던 그대 함께라면 뭐가 필요하죠나 그대가 있지만 힘든 세상이 아니라힘든 세상 이지만 곁에 그대가 있음을 깨닫고 또 감사해요 또 기도해요 내 곁에서 변치 않고 영원하길 기도 드리죠무려 우리 함께 눈뜨는 아침과매일 그댈 만나 돌아오는 집 앞나 만의 그대 나의 그대 내겐 사치라는걸과분한 입맞춤에 취해 잠이 드는 일그래 사치 그댄 사치 내겐 사치행복이란 말이 뭐 별거겠어요그저 그대의 잠꼬대 마저 날기쁘게 하는데사랑이란 말이 뭐 별거겠어요그저 이렇게 보고만 있어도입에서 맴돌죠나 그대가 있지만 거친 세상이 아니라거친 세상 이지만 내겐 그대가 있음을 깨닫고 또 다짐하죠 또 약속하죠 그대 곁에 변치않고 영원하길 약속할게요무려 우리 함께 눈뜨는 아침과매일 그댈 만나 돌아오는 집 앞나 만의 그대 나의 그대 내겐 사치 라는걸과분한 입맞춤에 취해 잠이 드는 일그래 사치 그댄 사치 내겐 사치내가 상상하고 꿈꾸던 사람 그대정말 사랑하고 있다고 나 말 할 수 있어서믿을 수 없어 정말 믿을 수 없어내가 어떻게 내가 감히 사랑할 수 있는지 말야   무려 우리 함께 잠드는 이 밤과매일 나를 위해 차려진 이 식탁나 만의 그대 나의 그대 내겐 사치 라는걸과분한 입맞춤에 취해 잠에 드는 일그래 사치 그댄 사치 내겐 사치
거미,You Are My Everything,2016.03.10,"발라드, 국내드라마",처음부터 그대였죠나에게 다가올 한 사람단 한 번의 스침에도내 눈빛이 말을 하죠바람처럼 스쳐가는인연이 아니길 바래요바보처럼 먼저 말하지 못했죠할 수가 없었죠You Are My Everything별처럼 쏟아지는 운명에그대라는 사람을 만나고멈춰버린 내 가슴속에단 하나의 사랑You Are My Everything안갯속에 피어나는하얗게 물들은 그대 모습한순간에 내게 심장이멈출 듯 다가와 버렸죠You Are My Everything별처럼 쏟아지는 운명에그대라는 사람을 만나고멈춰버린 내 가슴속에단 하나의 사랑You Are My Everything시작도 못 했던 나의 사랑을이제는 말할 수 있죠누구도 가질 수 없는 기적인데You Are My Everything뜨거운 내 사랑은 그댄 걸계절이 변해도 난 이곳에멈춰버린 내 가슴속에단 하나의 사랑You Are My Everything
잔나비,She (Hidden Track No.V 1월 선정곡),2017.09.09,"발라드, 인디음악",she is everything to me지친 나를 감싸 안아줄 그대나를 반겨줄 천사 같은 이름woo sheshe 그 미소 위로 닻을 내리고내 하루가 쉬어가고she 어떨까요 그대 없는 나는all of my life is you빰빰빰 빰 빰빰빰빰 빰 빰무지개가 떨어진 곳을 알아내일은 꼭 함께 가자는 그녀내 손을 감싸 쥐는 용감한 여전사여woo sheshe 그 미소 위로 닻을 내리고내 하루가 쉬어가고she 어떨까요 그대 없는 나는all of my lifeall of my life is youshe 어떤 밤에는 그대와 나는길을 잃고 헤매겠지she 걸음 맞춰서 걷다가 보면all of my life is you빰빰빰 빰 빰빰빰빰 빰 빰
황인욱,포장마차,2019.06.20,발라드,그대와 자주 가던 그 술집에혼자 널 생각하며 소주 한잔해그대가 좋아하던 김치찌개를가만히 바라보다 눈물 한잔해그 사람 왔었나요아니 소식이라도그녀에게 전해줘요늘 지금처럼 기다린다고포장마차 그때 그 자리에서네가 있던 그곳에 서서날 사랑한다 말했잖아영원할 거라고 말했잖아포장마차 그때 그 자리에서돌아오라는 말을 다시되뇌이고 되뇌어도네가 돌아오지 않을 걸 알잖아그 사람 왔었다면혹시 혼자였나요그녀에게 전해줘요나 그때처럼 기다린다고포장마차 그때 그 자리에서네가 있던 그곳에 서서날 사랑한다 말했잖아영원할 거라고 말했잖아포장마차 그때 그 자리에서돌아오라는 말을 다시되뇌이고 되뇌어도네가 돌아오지 않을 걸 알잖아다 잊으려고 노력해봐도그게 잘 안되나봐습관처럼 아니 예전처럼 우리두 번 다시 돌아갈 수 없나요내가 싫은 건가요날 사랑한다 말했잖아영원할 거라고 말했잖아포장마차 그때 그 자리에서네가 있던 그곳에 서서날 사랑한다 말했잖아영원할 거라고 말했잖아그댈 다시 부르고 또 불러도아무 말 없는 너를 다시되뇌이고 되뇌어도네가 돌아오지 않을 걸 알잖아
태연 (TAEYEON),11:11,2016.11.01,발라드,It’s 11:11오늘이 한 칸이 채 안 남은 그런 시간우리 소원을 빌며 웃던 그 시간별 게 다 널 떠오르게 하지네 맘 끝자락처럼 차가운 바람창을 열면 온통 네가 불어와이 시간이 전부 지나고 나면이별이 끝나 있을까 Yeah 널 다 잊었을까모든 게 자릴 찾아서 떠나가고넌 내 모든 걸 갖고서 떠나도내 맘은 시계 속의 두 바늘처럼같은 곳을 두고 맴돌기만 해Na na na na na na na nana na na na na ohNa na na na na na na naI believe I will be over you달력 안에 있는 오래 전에 약속했던 몇 월의 며칠 너에겐 다 잊혀져 있었다면 내가 지워야지 뭐지나고 나면 별 거 아니겠지 뭐모든 게 자릴 찾아서 떠나가고넌 내 모든 걸 갖고서 떠나도내 맘은 시계 속의 두 바늘처럼같은 곳을 두고 맴돌기만 해Na na na na na na na nana na na na na ohNa na na na na na na naI believe I will be over you계절 틈에 잠시 피는 낯선 꽃처럼하루 틈에 걸려 있는 새벽 별처럼이 모든 건 언젠가는 다 지나가고 말겠지모든 게 자릴 찾아서 돌아오고내가 아무 일 없는 듯이 웃게 되면너의 이름 한 번쯤 부르는 게지금처럼 아프지 않을 거야Na na na na na na na nana na na na na ohNa na na na na na na naI believe I will be over youNa na na na na na na nana na na na na ohNa na na na na na na naI believe I will be over you
김나영,솔직하게 말해서 나,2019.06.09,발라드,햇살이 좋았던 그 날그만하자며 말을 하는 너전혀 믿어지지가 않아지금 이순간 모든 시간이 멈춘 듯어떤 말을 해야할지어떤 표정 지어야할지아무것도 생각나지를 않아솔직하게 말해서 나헤어질 자신이 없어괜찮은 척 웃으며 널보내줄 자신이 없어네가 없는 내 하루하루도 생각한 적 없는데나보다 나를 니가 더 잘 알면서마지막 인사를 하며멀어져가는 너를 보며아무것도 할수있는 게 없어솔직하게 말해서 나헤어질 자신이 없어괜찮은 척 웃으며 널보내줄 자신이 없어네가 없는 내 하루하루도 생각한 적 없는데나보다 나를 니가 더 잘 알면서이별앞에 서 있는 너의 눈에 비춰진애써 웃는 내 모습이나를 더욱 아프게만해솔직하게 말할게 나헤어지고 싶지 않아너 없이 나 혼자서지낼 자신이 난 없어네가 없는 내 하루 하루도견딜수가 없는데나보다 네가 먼저였던 날나보다 나를 니가 더 잘 알면서
전미도,사랑하게 될 줄 알았어,2020.05.22,"발라드, 국내드라마",널 처음 사진으로 본 그날구십구년 일월 삼십일일그날 이후 지금 이 순간까지나 하나만 기다려준 너를오늘도 습관 같은 내 전화따스히 받아 주는 너에게세상 가장 행복한 사람으로만들어 준 너를 너무 사랑해사랑하게 될 줄 알았어우리 처음 만난 그날에시간 속에 희미해지는 사랑에그대가 흔들린대도그땐 내가 잡을게요 그대처럼너무 편한 사이가 싫어서너무 오랜 사랑 힘들어서아픈 눈물 흘리는 널 돌아선못된 내 마음도 기다려준 너를사랑하게 될 줄 알았어우리 처음 만난 그날에시간 속에 희미해지는 사랑에그대가 흔들린대도그땐 내가 잡을게요 그대처럼얼마나 힘들었을까 못난 내 눈물도따스히 감싸준 너를오 사랑하게 될 줄 알았어우리 처음 만난 그날에시간 속에 희미해지는 사랑에그대가 흔들린대도 내가 잡을게요아무 걱정 마요 내 손을 잡아요처음 그날처럼 우리
포맨 (4MEN),못해 (Feat. 美),2010.01.18,발라드,이제는 밥을 먹어도눈물 없이는 삼키지 못해억지로 먹고 먹어도 속이 늘 허전해노랠 들어도 흥얼대지도 못해영화를 봐도내가 뭘 본 건 지 기억 못해밥도 잘 먹지 못해 니가 생각날까봐니 생각에 체할까봐니가 떠난 후로 오늘도눈물로 하루를 먹고 살아버스도 타지 못해 누가 날 욕할까봐우는 날 놀려댈까봐아무 것도 못해너 없인 나 혼자 살지 못해이제는 술을 마셔도눈물 없이는 마시지 못해아무리 병을 비워도 너만 더 생각해살아서 뭐해 넌 내 곁에 없는데혼자 뭘 어째아무것도 할 수 없는 난데밥도 잘 먹지 못해 니가 생각날까봐니 생각에 체할까봐니가 떠난 후로 오늘도눈물로 하루를 먹고 살아버스도 타지 못해 누가 날 욕할까봐 우는 날 놀려댈까봐아무것도 못해너 없인 나 혼잔 살지 못해너 없인 웃는 것도 난 못해너 없인 걷는 것도 난 못해아무 것도 아무 것도 못해내겐 니 사랑이 필요해혼자 살아서 뭐해 니가 더 잘 알잖아너 없인 나 안 되잖아너 밖에 몰라서 너 없인밥조차 먹지 못하는 난데차마 죽지도 못해 니가 돌아올까봐언젠가 날 찾을까봐아무 것도 못해오늘도 내일도 너만 원해
더 자두,대화가 필요해,2002.04.02,발라드,또 왜 그러는데 뭐가 못 마땅한데 할 말 있으면 터 놓고 말해봐 너 많이 변했어 내가 뭘 어쨌는데 첨엔 안 그랬는데 첨에 어땠었는데 요샌 내가 하는 말투랑 화장과 머리 옷 입는 것까지 다 짜증나나봐 그건 니 생각이야 우리서로 사랑한지도 어느덧 10개월 매일 보는 얼굴 싫증도 나겠지 나도 너처럼 나 좋다는 사람 많이 줄 섰어 간다는 사람 잡지 않아 어디한번 잘해봐 근데 그놈의 정이 뭔지 내 뜻대로 안 돼 맘은 끝인데 몸이 따르지 않아 아마 이런게 사랑인가봐 널 사랑하나봐 지금부터 내 말 들어봐 넌 집착이 심해 그건 집착이 아냐 나를 너무너무 구속해 그럼 너도 나를 구속해 우리 결혼한 사이도 아닌데 마치 와이프처럼 모든걸 간섭해 너의 관심 끌고 싶어서 내 정든 긴 머리 짧게 치고서 웨이브 줬더니 한심스러운 너의 목소리 나이 들어 보여 난 너의 긴 머리 때문에 너를 좋아했는데 니가 너무 보고 싶어서 전화를 걸어 날 사랑하냐고 물어봤더니 귀찮은 듯한 너의 목소리 나 지금 바빠 듣고 보니 내가 너무 미안해 대화가 필요해 이럴 바엔 우리 헤어져 내가 너를 너무 몰랐어 그런 말로 넘어가지마 항상 내 곁에 있어서 너의 소중함과 고마움까지도 다 잊고 살았어 대화가 필요해 우린 대화가 부족해 서로 사랑하면서도 사소한 오해 맘에 없는 말들로 서로 힘들게 해 너를 너무 사랑해 대화가 필요해 
보아 (BoA),Only One,2012.07.22,발라드,"멀어져만 가는 그대 You’re the only one 내가 사랑했던 것만큼 You’re the only one아프고 아프지만 바보 같지만 Good bye 다시 널 못 본다 해도 You’re the only oneOnly One어색하게 마주앉아 사소한 얘기로 안부를 묻고가끔 대화가 끊기는 순간에는 차가운 정적 우릴 얼게 만들어지금 이 자리에서 우리는 남이 되겠지 어느 누군가는 눈물 흘리며 남겠지만상처주지 않으려고 자꾸 애를 써가면서 눈치 보는 니 모습 싫어 So I’ll let you go내사랑 이제는 안녕 You’re the only one You’re the only one이별하는 이순간에도 You’re the only one아프고 아프지만 바보 같지만 Good bye다시 널 못 본다 해도 You’re the only oneOnly OneYou’re the only one, Only One갑작스런 나의 말에 왠지 모르게 넌 안심한듯해어디서부터 우린 이렇게 잘못된 걸까 오래 전부터 다른 곳만 기대한 건 아닌지너무 다른 시작과 끝의 그 날카로움이 내 심장을 찌르는 아픔은 왜 똑같은지벅찬 가슴이 한 순간에 공허하게 무너져서 이런 내 모습 어떻게 일어설까내사랑 이제는 안녕 You’re the only one Only One이별하는 이순간에도 You’re the only one아프고 아프지만 바보 같지만 Good bye Good bye다시 널 못 본다 해도 You’re the only one You’re the only one내 머릿속은 언제쯤 너를 지울까 I will let you go하루 이틀 한달멀게는 아마 몇 년쯤 My baby can't forget그리고 언젠가 너의 기억 속에는나란 사람은 더 이상 살지 않겠지 지우겠지Only One Only OneYou’re the only oneOnly One"
정은지,하늘바라기 (Feat. 하림),2016.04.18,발라드,꽃 잎이 내 맘을 흔들고 꽃 잎이 내 눈을 적시고 아름다운 기억 푸른 하늘만 바라본다꼬마야 약해지지마 슬픔을 혼자 안고 살지는 마 아빠야 어디를 가야 당신의 마음처럼 살 수 있을까 가장 큰 별이 보이는 우리 동네 따뜻한 햇살 꽃이 피는 봄에그댈 위로해요 그댈 사랑해요 그대만의 노래로 뚜루뚜뚜두 두두두뚜루뚜뚜두 두두두뚜루뚜뚜두 두두두하늘바라기 하늘만 멍하니 가장 큰 하늘이 있잖아그대가 내 하늘이잖아후회 없는 삶들가난했던 추억난 행복했다아빠야 약해지지마 빗속을 걸어도 난 감사하니깐 아빠야 어디를 가야 당신의 마음처럼 살 수 있을까 가장 큰 별이 보이는 우리 동네 따뜻한 햇살 꽃이 피는 봄에그댈 위로해요 그댈 사랑해요 그대만의 노래로 따뜻한 바람이 부는 봄 내음그대와 이 길을 함께 걷네 아련한 내 맘이 겨우 닿는 곳에익숙한 골목 뒤에 숨어있다가그대 오기만 오기만기다린 그때가 자꾸만 떠올라가장 큰 별이 보이는 우리 동네 따뜻한 햇살 꽃이 피는 봄에그댈 위로해요 그댈 사랑해요 그대만의 노래로 뚜루뚜뚜두 두두두뚜루뚜뚜두 두두두뚜루뚜뚜두 두두두하늘바라기 하늘만 멍하니
