가수,제목,발매일,장르,가사
민수,섬,2018.08.08,"R&B/Soul, 인디음악",섬으로 가요 둘이바다로 둘러싸인우리의 시간이멈출 것 같은 곳으로 가요별 거 없어도 돼요준비하지 말구요아무 걱정 없는상태가 되면 좋겠어요멀리가도 돼요무섭지 않아요손 놓지 않는다고 약속만 해줘요믿고 싶어요 나그대의 모든 말을작은 말도 내게는크게 다가와요같이 날아 갈래요세상이 작아 보이게그대와 함께 숨쉬는 곳으로가고 싶어요어디든지 좋아요매일 볼 수 있다면이곳에선 너무 바빠그러기 힘들긴 해요손 잡고 뛰어 노는데뒤돌아 보지 않잖아요나를 떠나지 않을 사람그대잖아요내가 그대 앞에 있어도불안한 마음 전혀 없어요내 뒤에서 안아줄 거란 걸알고 있어요멀리가도 돼요무섭지 않아요손 놓지 않는다고 약속만 해줘요믿고 싶어요 나그대의 모든 말을작은 말도 내게는크게 다가와요섬으로 가요 둘이바다로 둘러싸인우리의 시간이멈출 것 같은 곳으로 가요별거 없어도 돼요준비 하지 말구요아무도 없어도우리 둘은 지겹지 않아요섬으로 가요 둘이바다로 둘러싸인우리의 시간이멈출 것 같은 곳으로 가요별거 없어도 돼요준비 하지 말구요아무 걱정 없는상태가 되면 좋겠어요
요아리,Dice Game,2023.01.04,"R&B/Soul, 국내드라마","Tell me what you want babyIt's just a one-offYou say it like you mean itBut I see through youWhen you showed up, I knew it babeLike a gamble, It's all about youSearching all thatsecret of you babeYou came in like a whisperI just wanna think about you nowGot to find outwhat you're trying to doRight nowBaby You and IHave no other way to goMaybe you could bemy one true loveYou and IYeah, I know what you really areHidden secrets,is it worth it boy?Say you want me babyIt's now or neverYou better keep your distanceSo, I can read youYou came in like a mystic lightNow all I ever do is think of youOh, you've stolen my heartBaby You and IHave no other way to goMaybe you could bemy one true loveYou and IYeah, I know what you really areHidden secrets,is it worth it boy?You and II don't know whatyou're aimin' forIs it all about me, maybesomething else?You and II don't know why you have cometo me babeAll I ever want it youBaby You and IHave no other way to goYou and IYeah, I know what you really areHidden secrets,is it worth it boy?"
백예린 (Yerin Baek),I’ll be your family!,2020.12.10,R&B/Soul,"papa, when you feel so bad 아빠, 마음이 안 좋을 땐just turn around from the ages that passed away 지나간 세월로부터 돌아서봐요mama's cookies are always on the table엄마가 만든 쿠키는 언제나 식탁에 있으니we'll feel much better, after just a bite 한입 베어 물고 나면, 우리 기분이 훨씬 나아질 거에요I was always so alone and young 난 언제나 너무 혼자였고, 어렸어요now I am grown but the same, I’ve got no one  난 지금 다 컸는데, 아무도 없는 건 똑같네요I could use my eyes to make some friends 내 눈을 이용해 친구들을 사귈 수도 있었지만but I always wanted to come home to my family 난 항상 그저 가족이 있는 곳으로 돌아가고 싶었어요baby, my love, my butterflies내 사랑, 내 나비remember I’ll always be on your side and 내가 항상 그대 곁에 있다는 걸 기억해요I’m your friend, I’m your world’s best hugger 난 그대의 친구이자, 세계 최고의 포옹을 해줄 수 있어요remember I’ll always say good night to you 내가 항상 잘 자라고 얘기해 줄걸 기억해요you were always so alone in them 당신은 언제나 그들 안에서 혼자였고now we are grown but the same, I still need you이젠 우리가 컸지만 난 아직도 당신이 필요해요  I could use my love to be your friend 내 사랑을 이용해 당신의 친구가 될 수 있었지만 (it’s awful!) but I’ll be your family (그건 형편없어!) 가족이 되어줄게요baby, when you feel so sad 당신 마음이 안 좋을 때just reminisce ‘bout how great our last summer was 우리가 얼마나 멋진 여름을 보냈는지 떠올려봐요 know we went through a lot of things 우리가 많은 일을 겪은 건 알지만but we could do better, better together 우린 더 잘할 수 있어요, 함께라면요 you were always so alone in them 당신은 언제나 그들 안에서 혼자였고now we are grown but the same, I still need you 이젠 우리가 컸지만 난 아직도 당신이 필요해요I could use my love to be your friend 내 사랑을 이용해 당신의 친구가 될 수 있었지만(it’s awful!) but I’ll be your family (그건 형편없어!) 가족이 되어줄게요
"
정키,I know (Feat. 죠지),2020.06.01,R&B/Soul,Oh my darling 오랜만이야 우리가 헤어진  이후로는 처음이지  궁금했는데 연락하기가 좀 그래서 익숙해진  감정들이 시작이 됐겠지 새로워질 게 없어서 처음에 느낀 설렘만을 쫓았던 거야 이렇게 너를 마주하고  잊고 지내왔던 우리의 추억들을 바라보니 떨려오는 감정에 한없이 설레이다 아쉬워하겠지만 미칠 것 같던 시작의 설렘들이 밤을 지새던 수많은 얘기들이 날 위로하던 따스한 너의 품이 그립긴 하겠지만 우린 알고 있잖아 I know I know I know  Oh My darling 뭐 그렇게 싸울 일이 많았는지 별일 아닌 것도 만났다면 이해를 바라고 돌아서 미안해했는지 이렇게 너를 마주하고 잊고 지내왔던 우리의 추억들을 바라보니 떨려오는 감정에 한없이 불안하다 아쉬워하겠지만 미칠 것 같던 시작의 설렘들이 밤을 지새던 수많은 얘기들이 날 위로하던 따스한 너의 품이 그립긴 하겠지만 우린 알고 있잖아 널 바라보는 표정들이 날 위로하던 그 말들이 긴 시간들의 익숙함이 우린 알고 있어 좋았던 순간이 또 쉽게 뱉은 말이 또 그대로라는 걸 알고 있잖아 미칠 것 같던 시작의 설렘들이 밤을 지새던 수많은 얘기들이 나를 위로하던 따스한 너의 품이 그립긴 하겠지만 미칠 것 같던 시작의 설렘들이밤을 지새던 수많은 얘기들이나를 위로하던 따스한 너의 품이그립긴 하겠지만우린 알고 있잖아우린 알고 있어
거미,남자라서,2010.04.30,R&B/Soul,새로운 시작은 언제나 두렵죠하지만 이번 만큼은 사랑이라꼭 믿어요 아팠던 이별 보다더 행복해지려고 그대와 우리영원을 약속하고 맹세하죠하지만 잦은 관심이작은 부담이 되겠죠 끊기 싫은긴 통화를 점점 귀찮아하겠죠커지는 사랑을 그댄 집착이라 하고시간이 갈수록 난 이렇게 작아지는걸그댄 남자라서 남자라서죽어도 몰라요 내가 부족해서너무 못나서 그대만 바라보고 있죠그댄 남자라서 남자라서날 이해 못하죠 그저 자유롭고 싶겠죠변할 수는 없겠죠 남자라서내 곁에 있는데 왜 맘이 허전하죠사랑한단 말투가 왜 난 예전 같지않죠기나긴 기다림이 난 갈수록 어려워포기하고 싶다고 수백번을 생각하죠그대가 잠들기 전 난 불안해잠 못 이루고 밤새도록 연락이끊기면 미쳐버리죠 많은걸 바라는그런 여자가 아닌데 무심한한마디 말에 난 또 무너지는걸그댄 남자라서 남자라서죽어도 몰라요 내가 부족해서너무 못나서 그대만 바라보고 있죠그댄 남자라서 남자라서날 이해 못하죠 그저 자유롭고 싶겠죠변할 수는 없겠죠 남자라서난 여전히 우리 처음 만난그 날 같은데 그대 미소 앞에한없이 또 설레이는데 이런 작은표현 조차 우리에겐 어색해하지만 남자라서 내 남자라서아직도 그댈 사랑해요그댄 남자라서 남자라서죽어도 몰라요 내가 부족해서너무 못나서 그대만 바라보고 있죠그댄 남자라서 남자라서날 이해 못하죠 그저 자유롭고 싶겠죠변할 수는 없겠죠 남자라서 
김종국,걷고 싶다,2021.10.23,R&B/Soul,이런 날이 있지물 흐르듯 살다가행복이 살에 닿은 듯이선명한 밤내 곁에 있구나네가 나의 빛이구나멀리도 와주었다나의 사랑아고단한 나의 걸음이언제나 돌아오던고요함으로 사랑한다 말해주던오 나의 사람아난 널 안고 울었지만넌 나를 품은 채로 웃었네오늘 같은 밤엔 전부 놓고모두 내려놓고서너와 걷고 싶다너와 걷고 싶어소리 내 부르는 봄이 되는네 이름을 크게 부르며불안한 나의 마음을언제나 쉬게 했던모든 것이 다 괜찮을 거야말해주던 오 나의 사람아난 널 안고 울었지만넌 나를 품은 채로 웃었네오늘 같은 밤엔 전부 놓고모두 내려놓고서너와 걷고 싶다너와 걷고 싶어소리 내 부르는 봄이 되는네 이름을 크게 부르며크게 부르며난 널 안고 울었지만넌 나를 품은 채로 웃었네오늘 같은 밤엔 전부 놓고모두 내려놓고서너와 걷고 싶다너와 걷고 싶어소리 내 부르는 봄이 되는네 이름을 크게 부르며보드라운 니 손을 품에 넣고서
Colde (콜드),사랑해 (I fxxking love you),2019.05.31,R&B/Soul,세상에 많은 단어 중 woo해주고 싶은 말이 있어 yeah제발 내게만 받아줘 yeah너는 그럴 자격 있어 yeah yeahI love you heybaby i love you oh yeah너무 단순하게도 oh oh널 보고 떠오른 그 말hey baby fxxking I love youI really fxxking I love youwoo yeah난 진짜 머릿속에 너만 있다구 yeahif iif i say I love you난 네 앞에만 서면 yeah yeah yeah한마디 말도 나는 못해 woo yeah다른 말은 내게 필요하지 않다는생각을 나는 그저 하곤 해oh baby fxxking I love you woo woooh really fxxking I love youwoo oh yeahhey baby fxxking I love youyeah oh yeah다른 말은 기억 안 난다구 ay hey사랑해 yeah yeah사랑해 yeah woo나는 너를 너무 사랑해서이런 바보 같은 노랠 만들게 됐어어떻게 표현할 방법이 없어이렇게 소리를 지르고 싶어내 심장을 꺼내서 보여주고 싶어그렇게 하면 내 말을 믿어주겠어fxxking I love youI fxxking lovefxxking I love youI fxxking love
Colde (콜드),It's You,2021.08.24,"R&B/Soul, 국내드라마",기분 좋은 날에약속이 없어도 Yeah무작정 거리로발걸음을 옮겨가 Woah난 혼자 걷고 있는데사람들은 왜 이렇게 많아반대편에 서 있는 널마주친 그 순간Alright right alright꿈 속에서 본 듯한 너와 나So many things aroundby my side그 중에서도 너만 뭔가 달라If you come to me baby다른 것은 필요없지있고싶어 하루종일난 너와 그저 그렇게I’ll be waiting for you여기서 널 만나려구하필 나 오늘 이 거리를지나가게 됐나봐우린 하나의 원에 둘러싸인 채 Yeah끝이 안 보이는 선을 잡고 있어너의 온기가 내게 닿을 때떠오르는 나의 마음너에게 모두 줄게Alright right alright꿈 속에서 본 듯한 너와 나So many things aroundby my side그 중에서도 너만 뭔가 달라If you come to me baby다른 것은 필요없지있고싶어 하루종일난 너와 그저 그렇게I’ll be waiting for you여기서 널 만나려구하필 나 오늘 이 거리를지나가게 됐나봐it's youit's youit's youit's you꿈에 그리던시간들이나를 찾아온거야
헤이즈 (Heize),일이 너무 잘 돼,2020.06.10,R&B/Soul,일이 너무 잘 돼이럴 줄은 몰랐는데네가 다른 사람 만나도괜찮을 것 같은데넌 울고 있는데난 딴 생각을 하는 게지금도 난 사실 바빠서가야 할 것 같은데쌓여있는 저 종이 더미 사이에 네 편지들 사진들어딘가 끼워져 있었는데너무 오래 방치해둔 듯해 지저분해 거슬리게책상을 정리해야 해파쇄기에 다 넣어버릴까 그만그 어떤 마음의 흔적도 알아볼 수가 없게조금 잔인하긴 해도그런 추억 팔이 따위에쓸 시간과 여유가 내겐 없는 것 같은데일이 너무 잘 돼이럴 줄은 몰랐는데네가 다른 사람 만나도괜찮을 것 같은데넌 울고 있는데난 딴 생각을 하는 게지금도 난 사실 바빠서가야 할 것 같은데눈 뜨는 게 무서웠지이불 속에서 하룰 보낸 적도오늘은 해가 뜬 줄도 모르고할 일이 많아 밤을 꼬박 샜어you don't know 희미했던 내 미래와 행복은사랑을 보낸 후에 더 선명해진 걸이제 그만 들어가 볼게하는 일 다 잘 되길 바래다시는 보는 일 없게네 맘 알 것 같긴 해도의미도 없는 대화에쓸 시간과 여유가 내겐 없는 것 같은데일이 너무 잘 돼이럴 줄은 몰랐는데네가 다른 사람 만나도괜찮을 것 같은데넌 울고 있는데난 딴 생각을 하는 게지금도 난 사실 바빠서가야 할 것 같은데많이 변했단 그 말믿고 싶지 않은 듯한 표정은나는 단 한 번도 내색하지 못 한참아야 했던 사람참 바보 같던 사랑이젠 네가 하고 있지만일이 너무 잘 돼이럴 줄은 몰랐는데네가 다른 사람 만나도괜찮을 것 같은데넌 울고 있는데난 딴 생각을 하는 게지금도 난 사실 바빠서가야 할 것 같은데
Colde (콜드),내 곁에서 떠나가지 말아요,2019.05.31,R&B/Soul,내 곁에서 떠나가지 말아요그대 없는 밤은 너무 쓸쓸해그대가 더 잘 알고 있잖아요제발 아무 말도 하지 말아요나약한 내가뭘 할 수 있을까 생각을 해봐그대가 내게 전부였었는데제발 내 곁에서 떠나가지 말아요그대 없는 밤은 너무 싫어돌이킬 수 없는 그대 마음이제 와서 다시 어쩌려나슬픈 마음도 이젠 소용없네나약한 내가뭘 할 수 있을까 생각을 해봐그대가 내게 전부였었는데제발 내 곁에서 떠나가지 말아요그대 없는 밤은 너무 싫어돌이킬 수 없는 그대 마음이제 와서 다시 어쩌려나슬픈 마음도 이젠 소용없네
크래커 (CRACKER),대화가 필요해 (Feat. CHEEZE),2023.03.15,"R&B/Soul, 인디음악",요즘 들어 차가워진 말투 예전과는 다른 너의 온도 혹시 맘이 달라진 건 아닐까 어쩌다 매일 혼자서 밥을 먹게 된 걸까 이젠 어디서 뭘 하는지조차 궁금하지 않은 우린 지금 대화가 필요해 자 아무 말이라도 밀고 당겨보자 왜 어색하게 그래 왜 무슨 말이라도 화장 얘기라도 해 게임 얘기라도 해 요즘 들어 날카로운 말투 예전과는 다른 손의 온도 혹시 맘이 달라진 건 아닐까 가만히 보면 매일 건네는 사랑한단 말들을 이제 어디도 담아두지 않고 서롤 바라보는 우린 지금 대화가 필요해 자 아무 말이라도 밀고 당겨보자 왜 어색하게 그래 왜 무슨 말이라도 화장 얘기라도 해 게임 얘기라도 해 티모 유미 댕 귀엽지 않아? 코랄 핑크 뭐가 나은 것 같아? 대화가 필요해 난 티모 유미 댕 귀엽지 않아?코랄 핑크 뭐가 나은 것 같아?대화가 필요해 난
